Grapheme	IPA
_.·._	+
.◦.+.	+
.•.+.	+
.+._.	+
.•.	NULL
•	NULL
'	ʔ
(	NULL
)	NULL
+	+
^+	NULL
+$	NULL
◦$	NULL
-	+
+.+	+
-$	NULL
^-	NULL
_$	NULL
^_	NULL
.	NULL
C	C/k
C/	C/k
_	+
a	a
a.	a
a./a	a./a
a/r	r/a
a:	aː
aa	aː
aa/a	aa/a
ai	ai
au	au
aà/a	aà/a
aː	aː
a̰	a̰
a̰ː	a̰ː
a̱	a̠
b	b
bh	bʰ
bʰ	bʰ
bʱ	bʱ
bʲ	bʲ
bˤ	bˤ
c	c
c/tʃ	c/tʃ
c/tʃʰ	c/tʃʰ
ch	ch/ts
ch/tsʰ	ch/tsʰ
ch/tʃ	ch/tʃ
cç	cç
cçh	cçʰ
cçʰ	cçʰ
cʰ	cʰ
d	d
dh	dʰ
dz	dz
dzh	dzʰ
dzʰ	dzʰ
dzʱ	dzʱ
dzˤ	dzˤ
dʐ	ɖʐ
dʑ	dʑ
dʒ	dʒ
dʒh	dʒʰ
dʒʰ	dʒʰ
dʰ	dʰ
dʱ	dʱ
dˤ	dˤ
d̺	d̺
e	e
e./e	e./e
e:	eː
ee	eː
ee/e	ee/e
ei	ei
eˀ	eˀ
eː	eː
e̱	e̠
e̱ː	e̱ː
f	f
g	g
gh	gh/gʰ
gʰ	gʰ
gʱ	gʱ
gʲ	gʲ
gʷˤ	gʷˤ
gˤ	gˤ
h	h
h/ʔ	h/ʔ
hl	l̥
hm	m̥
hn	n̥
hng	ŋ̊
hr	r̥
hŋ	ŋ̊
i	i
i./i	i./i
i:	iː
ie	ie
ii	iː
ij	i
iu	iu
iɛ	iɛ
iɛ̃	j ɛ̃
iˀ	iˀ
iː	iː
i̱	i̠
j	j
j/dʒ	j/dʒ
k	k
kh	kʰ
kk	kk
kw	kʷ
kʰ	kʰ
kʰʲ	kʲʰ
kʰˤ	kʰˤ
kʲ	kʲ
kʷʰˤ	kʷʰˤ
kʷˤ	kʷˤ
kˤ	kˤ
k͏ʰ	kʰ
l	l
lh	l̥
lʰ	lʰ
lˤ	lˤ
l̥	l̥
l̥ˤ	l̥ˤ
m	m
mb	ⁿb
mh	mh/m̥
mh/m̥	mh/m̥
ms	m s
mʲ	mʲ
mˤ	mˤ
m̥	m̥
m̥ˤ	m̥ˤ
m̩	m̩
n	n
nd	ⁿd
ndz	ⁿdz
ndʐ	ⁿɖʐ
ndʑ	ⁿdʑ
ng	ng/ŋ
nh	nh/n̊
ns	n s
nʲ	nʲ
nˤ	nˤ
n̥	n̥
n̥ʲ	n̥ʲ
n̩	n̩
n̵/n	n̵/n
n̺	n̺
o	o
o.	o./o
o./a	o./a
o./o	o./o
o:	oː
oi	oi
oo	oː
oo/a	oo/a
oo/o	oo/o
oɔ	oɔ
oɔ̄	oɔ̄
oː	oː
o̰	o̰
o̱	o̠
o₁	o₁/o
o₂	o₂/o
p	p
ph	pʰ
pp	pː
ps	p s
pʰ	pʰ
pˤ	pˤ
q	q
qh	qʰ
qʰ	qʰ
qʰˤ	qʰˤ
qʷʰˤ	qʷʰˤ
qʷˤ	qʷˤ
qˤ	qˤ
r	r
r/a	r/a
r/i	r/i
r/o	r/o
r/u	r/u
r/ɐ	r/ɐ
r/ɑ	r/ɑ
r/ə	r/ə
r/ɿ	r/ɿ
r/ʅ	r/ʅ
r0	r̥
rh	r̥
rʰ	rʰ
rˤ	rˤ
r̥	r̥
r̥ˤ	r̥ˤ
s	s
sh	sʰ
sʰ	sʰ
sˤ	sˤ
t	t
tcʰ	tcʰ/tɕʰ
th	tʰ
ts	ts
tsh	tsʰ
tsʰ	tsʰ
tsʰʷ	tsʷʰ
tsʰˤ	tsʰˤ
tsʷ	tsʷ
tsˤ	tsˤ
tt	tː
tɕ	tɕ
tɕh	tɕʰ
tɕʰ	tɕʰ
tʂ	ʈʂ
tʂh	ʈʂʰ
tʂʰ	ʈʂʰ
tʃ	tʃ
tʃh	tʃʰ
tʃʰ	tʃʰ
tʰ	tʰ
tʰˤ	tʰˤ
tː	tː
tːsʰ	tsʰː
tˤ	tˤ
t̺	t̺
t̺ʰ	t̺ʰ
tθ	tθ
u	u
u./u	u./u
u:	uː
ua	u a
ui	u i
uu	uː
uu/u	uu/u
uɑ	u ɑ
uɑ̱	w ɑ̱/ɑ
uˀ	uˀ
uː	uː
u̱	u̠
v	v
w	w
w/u	w/u
x	x
xh	xʰ
xʷ	xʷ
y	y
y/i	y/i
yː	yː
z	z
zˤ	zˤ
|t	t
|tɕ	tɕ
²	²
²²	²²
²²₃₅	²²/³⁵
²³	²³
²³¹	²³¹
²³₃₅	²³/³⁵
²¹	²¹
²¹⁴	²¹⁴
²¹⁴₂₁	²¹⁴/²¹
²¹⁴₃₅	²¹⁴/³⁵
²¹⁴₅₅	²¹⁴/⁵⁵
²¹₃₃	²¹/³³
²¹₃₅	²¹/³⁵
²¹₃₅͡	²¹/³⁵
²¹₅₅	²¹/⁵⁵
²⁴	²⁴
²₅	²/⁵
³	³
³²	³²
³³	³³
³³₂₄	³³/²⁴
³¹	³¹
³¹₁₁	³¹/¹¹
³¹₃₅	³¹/³⁵
³⁵	³⁵
³⁵₁₁	³⁵/¹¹
³₃₅	³³/⁵
·	NULL
¹	¹
¹³	¹³
¹³²	¹³²
¹³₅₃	¹³/⁵³
¹¹	¹¹
à	à/a
à/a	à/a
àa	àa/a
àa/a	àa/a
ài	ài/ai
àː	àː/aː
á	á/a
â	â/a
â/a	â/a
âa	âa/a
âa/a	âa/a
âː	âː/aː
ã	ã
ãː	ãː
æ	æ
æ̂	æ̂
ç	ç
çh	çʰ
è	è/e
èe/e	èe/eː
é	é/e
ê	ê/e
ê/e	ê/e
êe	êe/eː
êe/e	êe/eː
êː	êː/eː
ì	ì/i
ì/i	ì/i
ìi/i	ìi/iː
í	í/i
î	î/i
î/i	î/i
îi/a	îi/a
îi/i	îi/i
ñ	ɲ
ññ	ññ/ɲː
ò	ò/o
òo/o	òo/o
ó	ó/o
ô	ô/o
ôo	ôo/oː
ôo/o	ôo/o
ôː	ôː/oː
õ	õ
ø	ø
ø̃	ø̃
ø̰	ø̰
ù	ù
ù/u	ù/u
ùi	ùi/ui
ùu/u	ùu/uː
ú	ú/u
û	û/u
û/u	û/u
ûu	ûu/u
ûu/u	ûu/uː
ûː	ûː/uː
ā	ā/aː
āː	āː/aː
ă	ă
ē	eː
ĕ	ĕ
ě	ě
ě/e	ě/e
ěe/e	ěe/eː
ĩ	ĩ
ĩː	ĩː
ĩ̱	ĩ̠
ī	iː
ĭ	ĭ
ı̀	ì/i
ı̀i/i	ı̀i/iː
ı̂/i	ı̂/i
ı̃	ĩ
ŋ	ŋ
ŋg	ⁿg
ŋʷ	ŋʷ
ŋʷˤ	ŋʷˤ
ŋˌ	ŋ
ŋˤ	ŋˤ
ŋ̊	ŋ̊
ŋ̍	ŋ̍
ŋ̩̩	ŋ̩
ō	ō/oː
ōi	oːi
ōː	oː
ō₁	ō₁/oː
ŏ	ŏ
ŏ̰	ŏ̰
œ	œ
ũ	ũ
ũː	ũː
ū	ū
ǎ	ǎ
ǎ/a	ǎ/a
ǎa	ǎa/aː
ǎa/a	ǎa/aː
ǐ	ǐ/i
ǐ/i	ǐ/i
ǐi/i	ǐi/iː
ǒ	ǒ
ǒ/a	ǒ/a
ǒo/o	ǒo/o
ǔ	ǔ
ǔ/u	ǔ/u
ǔu	ǔu/uː
ǝ	ə
ǽ	ǽ/æ
ȵ	ȵ
ȵ̥	ȵ̥
ȶʃ	tʃ
ɐ	ɐ
ɑ	ɑ
ɑu	ɑu
ɑː	ɑː
ɑ́	ɑ́
ɑ̂	ɑ̂
ɑ̃	ɑ̃
ɑ̰	ɑ̰
ɑ̱	ɑ̠
ɑ̱̆	ɑ̠̆
ɔ	ɔ
ɔ/r	r/ɔ
ɔ:	ɔː
ɔˀ	ɔˀ
ɔː	ɔː
ɔ̀	ɔ̀
ɔ̃	ɔ̃
ɔ̃̆	ɔ̃̆
ɔ̄	ɔ̄
ɔ̆	ɔ̆
ɔ̰	ɔ̰
ɔ̰ː	ɔ̰ː
ɔ̰̃	ɔ̰̃
ɔ̱	ɔ̱
ɔ̱ː	ɔ̱ː
ɕ	ɕ
ɕh	ɕʰ
ɕʰ	ɕʰ
ɖ	ɖ
ɖh	ɖʰ
ɖʐ	ɖʐ
ɘ	ɘ
ɘ/r	r/ɘ
ə	ə
ə./ə	ə./ə
əə	əː
əː	əː
ə́	ə́
ə̂	ə̂
ə̆	ə̆
ə̰	ə̰
ə̰ː	ə̰ː
ə̱	ə̱
ɚ	ə˞
ɛ	ɛ
ɛ:	ɛː
ɛː	ɛː
ɛ̀	ɛ̀
ɛ́	ɛ́
ɛ̂	ɛ̂
ɛ̂ː	ɛ̂ː
ɛ̃	ɛ̃
ɛ̄	ɛ̄
ɛ̆	ɛ̆
ɛ̰	ɛ̰
ɛ̰ː	ɛ̰ː
ɛ̰̃	ɛ̰̃
ɛ̱	ɛ̠
ɛ̱̃	ɛ̠̃
ɟ	ɟ
ɟj	ɟʲ
ɢ	ɢ
ɢʷ	ɢʷ
ɣ	ɣ
ɤ	ɤ
ɤ/r	r/ɤ
ɥ	ɥ
ɦ	ɦ
ɨ	ɨ
ɨ./ɨ	ɨ./ɨ
ɨɨ/ɨː	ɨɨ/ɨː
ɨ́	ɨ́
ɨ̣	ɨ./ɨ
ɩː	ɪː
ɪ	ɪ
ɪ̃	ɪ̃
ɬ	ɬ
ɬʰ	ɬʰ
ɮ	ɮ
ɯ	ɯ
ɯː	ɯː
ɯ̃	ɯ̃
ɯ̱	ɯ̠
ɲ	ɲ
ɲ̊	ɲ̊
ɳ	ɳ
ɴ	ɴ
ɴɢ	ⁿɢ
ɵ	ɵ
ɵ̂	ɵ̂
ɵ̂ː	ɵ̂ː
ɶ	ɶ
ɹ	ɹ
ɽ	ɽ
ɾ	ɾ
ɿ	ɿ
ɿ̃ː	ɿ̃ː
ʁ	ʁ
ʂ	ʂ
ʃ	ʃ
ʅ	ʅ
ʈ	ʈ
ʈh	ʈʰ
ʈʂ	ʈʂ
ʈʂʰ	ʈʂʰ
ʈʰ	ʈʰ
ʉ	ʉ
ʉː	ʉː
ʉ̂	ʉ̂
ʉ̂ː	ʉ̂ː
ʊ	ʊ
ʊː	ʊː
ʊ́	ʊ́
ʊ̂	ʊ̂
ʊ̃ː	ʊ̃ː
ʋ	ʋ
ʌ	ʌ
ʌː	ʌː
ʌ̄	ʌ̄
ʌ‍	ʌ
ʐ	ʐ
ʑ	ʑ
ʒ	ʒ
ʔ	ʔ
ʔʲ	ʔʲ
ʔʷ	ʔʷ
ʔˤ	ʔˤ
ʣ	dz
ʣʰ	dzʰ
ʦ	ts
ʦh	tsʰ
ʦʰ	tsʰ
ʲ	j
β	β
χ	χ
ᴀ	ɑ̟
ᴇ	ᴇ/e
ᴜ	u
ᴜ̃	ũ
ḛ	ḛ
ḥ	h
ḭ	ḭ
ḭː	ḭː
ṁ	ṁ/m
ṃ	m̩
ṅ	ṅ/n
ṅh	ŋ̊
ṵ	ṵ
ṵː	ṵː
ạ/a	ạ/a
ẹ	ẹ/e
ẽ	ẽ
ẽ̱	ẽ̠
ị	ị/i
ụ	ụ/u
ỹ	ỹ
†ɲ̇	ɲ
⁰	⁰
⁴	⁴
⁴⁴	⁴⁴
⁴⁵	⁴⁵
⁴⁵₃₅	⁴⁵/³⁵
⁵	⁵
⁵²	⁵²
⁵³	⁵³
⁵³₁₁	⁵³/¹¹
⁵³₃₅	⁵³/³⁵
⁵³₅₅	⁵³/⁵⁵
⁵¹	⁵¹
⁵⁴	⁵⁴
⁵⁴₅₅	⁵⁴/⁵⁵
⁵⁴₅₅ˌ	⁵⁴/⁵⁵
⁵⁵	⁵⁵
⁵⁵)	⁵⁵
⁵⁵₁₁	⁵⁵/¹¹
⁵⁵₂₁	⁵⁵/²¹
⁵₂	⁵/²
⁶	⁵
⁶³	⁵³
ⁿdz	ⁿdz
←	+
∼	NULL
◦	+
